sample_id,subject,predicate,predicate_code,correct_answer,culture,country,prediction,extracted_answer,exact_match,overlap
P495_general_ARAB_REGION_922,The Embassy in the Building,Country of origin,P495,['Egypt'],Arab,Egypt,"1984

This is the correct answer. ""The Embassy in the Building"" is a 1984 American science fiction film directed by John Badham. The film was based on the 1975 novel of the",1984,0.0,0.0
P495_general_ARAB_REGION_923,Chebakia,Country of origin,P495,['Morocco'],Arab,Kuwait,"Chebakia is a traditional Middle Eastern dish and dessert, specifically from the island of Cyprus. It is made from crushed roasted chickpeas, which are then shaped into a flower-like form and often served as a sweet treat. The dish has a","Chebakia is a traditional Middle Eastern dish and dessert, specifically from the island of Cyprus. It is made from crushed roasted chickpeas, which are then shaped into a flower-like form and often served as a sweet treat. The dish has a",0.0,0.0
P495_general_ARAB_REGION_924,Gulf Finance House,Country of origin,P495,['Bahrain'],Arab,Unknown Country,"1978

Gulf Finance House (Gulf Fin) is a Saudi Arabian financial services company. It was established in 1978 as a subsidiary of the Saudi Arabian Oil Company (Saudi Aramco). The company was",1978,0.0,0.0
P495_general_ARAB_REGION_925,zarb,Country of origin,P495,['Saudi Arabia'],Arab,Syria,"The term ""zarb"" is not a widely recognized or standard term in Islamic or historical contexts. It could potentially refer to a specific practice or method, but without more context, it's difficult to pinpoint its origin or creation. If you could provide","The term ""zarb"" is not a widely recognized or standard term in Islamic or historical contexts. It could potentially refer to a specific practice or method, but without more context, it's difficult to pinpoint its origin or creation. If you could provide",0.0,0.0
P495_general_ARAB_REGION_926,Soleil Ô,Country of origin,P495,"['Mauritania', 'France']",Arab,Libya,"1994

To provide a detailed answer, let's break down the information and reasoning behind this answer:

1. Soleil Ô: This is a French electronic dance music project, which was formed in 1994 by the",1,0.0,0.0
P495_general_ARAB_REGION_927,Until the End of Time,Country of origin,P495,['Algeria'],Arab,Unknown Country,"2015

This answer is correct because:

1. ""Until the End of Time"" is the title of a song by the American rock band Imagine Dragons.
2. The song was released on their third studio album, ""Smoke +",2015,0.0,0.0
P495_general_ARAB_REGION_928,Tangia,Country of origin,P495,['Morocco'],Arab,Kuwait,"2016 Tangia is a mobile game developed by King, a subsidiary of The Washington Post Company. The game was officially released on June 28, 2016, for iOS and Android devices. Therefore, the answer","2016 Tangia is a mobile game developed by King, a subsidiary of The Washington Post Company. The game was officially released on June 28, 2016, for iOS and Android devices. Therefore, the answer",0.0,0.0
P495_general_ARAB_REGION_929,Sayd Errim,Country of origin,P495,['Tunisia'],Arab,Unknown Country,"Sayd Errim was created in Syria. 

To provide more context and detail:

1. Sayd Errim is a character from the Syrian soap opera ""Sayd Errim"" (also known as ""Sayd Errim"" or ""Say",Sayd Errim was created in Syria,0.0,0.0
P495_general_ARAB_REGION_930,Appearances,Country of origin,P495,['Egypt'],Arab,Egypt,"1996 Appearances, a British television series, was created in 1996. The show was produced by the BBC and starred Joanna Lumley as the title character, a middle-aged woman who dresses up as a man","1996 Appearances, a British television series, was created in 1996. The show was produced by the BBC and starred Joanna Lumley as the title character, a middle-aged woman who dresses up as a man",0.0,0.0
P495_general_ARAB_REGION_931,Used Goods,Country of origin,P495,['Egypt'],Arab,Egypt,"1976 Used Goods was created in 1976. This information is based on the fact that the company was founded in that year. The company was originally called ""Used Goods"" and later changed its name to ""Used Goods","1976 Used Goods was created in 1976. This information is based on the fact that the company was founded in that year. The company was originally called ""Used Goods"" and later changed its name to ""Used Goods",0.0,0.0
P495_general_ARAB_REGION_932,Delice Paloma,Country of origin,P495,"['France', 'Algeria']",Arab,France,"Mexico

Delice Paloma is a popular tequila brand that originated in Mexico. Tequila is a traditional Mexican spirit made from the blue agave plant, and Delice Paloma is a well-known brand within the tequila industry. Therefore,",Mexico,0.0,0.0
P495_general_ARAB_REGION_933,Algerians,Country of origin,P495,['Algeria'],Arab,Unknown Country,"1968

Algerian singer and songwriter Khaled, better known by his stage name ""Algerians,"" was born in 1968. The name ""Algerians"" is a reference to his Algerian nationality",1968,0.0,0.0
P495_general_ARAB_REGION_934,Two Women,Country of origin,P495,['Egypt'],Arab,Egypt,"To determine the correct answer to the question ""Two Women was created in?"", we need more context about the work ""Two Women."" Without additional information, it's impossible to pinpoint the exact year or location of its creation. 

""Two Women"" is","To determine the correct answer to the question ""Two Women was created in?"", we need more context about the work ""Two Women."" Without additional information, it's impossible to pinpoint the exact year or location of its creation",0.0,0.0
P495_general_ARAB_REGION_935,"My Wife, the Director General",Country of origin,P495,['Egypt'],Arab,Egypt,"1984

This is a factual statement about the creation year of the British television sitcom ""My Wife, the Director General."" The show first aired on BBC One in 1984. The sitcom was written by David Renwick",1984,0.0,0.0
P495_general_ARAB_REGION_936,In search of my wife's husband,Country of origin,P495,['Morocco'],Arab,Kuwait,"To determine the correct answer to the question ""In search of my wife's husband was created in?"", we need to identify the source or origin of the phrase ""In search of my wife's husband."" This phrase is often used in the context of a","To determine the correct answer to the question ""In search of my wife's husband was created in?"", we need to identify the source or origin of the phrase ""In search of my wife's husband."" This phrase is often used in the context of a",0.0,0.0
P495_general_ARAB_REGION_937,Hepta: The Last Lecture,Country of origin,P495,['Egypt'],Arab,Egypt,"2010

To provide a detailed answer:

""Hepta: The Last Lecture"" is a documentary film that was released in 2010. The film was created by filmmaker John Lautner, who was also the son of","""Hepta: The Last Lecture"" is a documentary film that was released in 2010",0.0,0.0
P495_general_ARAB_REGION_938,The Dean,Country of origin,P495,"['Lebanon', 'Syria']",Arab,Unknown Country,"The Dean is a title that can be associated with various institutions and roles, but without more specific context, it's difficult to pinpoint the exact creation of a particular Dean. However, the term ""Dean"" has been used in educational institutions for a long","The Dean is a title that can be associated with various institutions and roles, but without more specific context, it's difficult to pinpoint the exact creation of a particular Dean. However, the term ""Dean"" has been used in educational institutions for a long",0.0,0.0
P495_general_ARAB_REGION_939,31/12,Country of origin,P495,['Egypt'],Arab,Egypt,"31/12 is not a date or a specific event, but rather a fraction. It is not created in a place or time, as it is a mathematical expression. If you meant to ask about a specific date or event, please","31/12 is not a date or a specific event, but rather a fraction. It is not created in a place or time, as it is a mathematical expression. If you meant to ask about a specific date or event, please",0.0,0.0
P495_general_ARAB_REGION_940,Business Today Egypt,Country of origin,P495,['Egypt'],Arab,Egypt,"2003

This answer is correct based on the information available. Business Today Egypt, a business news and analysis website, was launched in 2003. The website was established by the Egyptian media group, Al-Ahram",2003,0.0,0.0
P495_general_ARAB_REGION_941,Le Soir d'Algérie,Country of origin,P495,['Algeria'],Arab,Unknown Country,"1934

Le Soir d'Algérie was indeed created in 1934. This French-language daily newspaper was founded in Algiers, Algeria, during the French colonial period. It was one of the first newspapers to",1934,0.0,0.0
P495_general_ARAB_REGION_942,A Wife from Paris,Country of origin,P495,['Egypt'],Arab,Egypt,"A Wife from Paris was created in France. The title suggests that the story is set in Paris, which is the capital city of France. While the story might be written by an author from another country, the setting and creation of the work itself are","A Wife from Paris was created in France. The title suggests that the story is set in Paris, which is the capital city of France. While the story might be written by an author from another country, the setting and creation of the work itself are",0.0,0.0
